IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
193.123.243.33,43956,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,437,15.18
152.70.246.67,45696,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,709,12.22
129.154.192.228,55040,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,337,11.48
146.56.177.67,61153,TRUE,HKG,HK,Asia Pacific,Hong Kong,31898,ORACLE-BMC-31898,383,10.99
140.238.2.153,59408,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,323,10.06
130.162.155.205,45742,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,412,10.01
129.154.212.181,44699,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,295,6.69
146.56.141.168,47590,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,390,6.48
152.70.232.251,58474,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,337,5.88
132.226.20.20,47494,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,315,5.30
152.70.253.130,61153,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,366,4.99
193.122.126.64,53777,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,279,4.75
146.56.139.40,45139,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,263,4.74
192.9.165.253,47580,TRUE,SYD,AU,Oceania,Sydney,31898,ORACLE-BMC-31898,602,4.43
192.9.165.253,46268,TRUE,SYD,AU,Oceania,Sydney,31898,ORACLE-BMC-31898,602,3.96
132.226.21.147,56975,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,190,3.70
193.123.247.125,50576,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,367,3.19
146.56.179.20,45790,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,417,2.97
138.2.67.121,44400,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,779,1.91
213.35.102.129,45682,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,843,1.90
138.2.69.236,45182,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,803,1.09
165.1.65.220,55200,TRUE,SJC,US,North America,San Jose,31898,ORACLE-BMC-31898,961,1.09
213.35.118.141,53784,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,825,1.07
152.70.234.249,55348,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,254,1.01
146.56.161.141,45593,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,254,0.95
129.150.61.27,61735,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,780,0.93
132.226.230.177,48132,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,254,0.92
64.110.73.13,50829,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,408,0.75
146.56.47.34,61153,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,340,0.55
158.178.241.138,45000,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,828,0.52
193.123.250.205,56785,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,256,0.49
146.56.166.59,46060,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,295,0.35
193.122.115.74,52314,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,297,0.32
152.67.248.119,43574,TRUE,SJC,US,North America,San Jose,31898,ORACLE-BMC-31898,778,0.31
129.150.33.88,52275,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,450,0.30
168.138.213.1,50009,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,375,0.27
150.230.107.234,47236,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,523,0.27
129.150.58.86,57621,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,856,0.24
213.35.99.118,45681,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,318,0.24
129.150.62.252,54774,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,883,0.19
168.138.213.1,50003,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,382,0.17
138.2.19.1,61735,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,527,0.17
138.2.88.252,51011,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,829,0.17
158.101.154.245,47001,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,692,0.16
168.138.32.2,49030,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,353,0.13
152.69.224.133,50000,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,572,0.12
168.138.194.22,47977,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,376,0.10
146.56.174.193,58567,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,242,0.04
152.69.205.37,54322,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,522,0.03
150.230.216.19,49025,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,633,0.02
138.2.237.178,58449,TRUE,SJC,US,North America,San Jose,31898,ORACLE-BMC-31898,678,0.02
152.69.233.9,44907,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,576,0.02
168.138.165.1,45680,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,827,0.01
