IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
103.235.18.153,10020,TRUE,HKG,HK,Asia Pacific,Hong Kong,40065,CNSERVERS,205,8.73
154.197.92.118,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,343,8.34
149.104.35.103,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,460,8.22
103.235.18.154,30171,TRUE,HKG,HK,Asia Pacific,Hong Kong,40065,CNSERVERS,224,7.95
154.197.92.101,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,535,7.64
154.197.92.100,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,488,7.58
154.197.92.98,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,365,7.57
154.197.92.109,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,339,7.50
149.104.35.117,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,444,7.47
154.197.92.99,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,342,7.47
154.197.92.74,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,404,7.45
149.104.35.109,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,371,7.31
149.104.35.67,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,460,7.03
149.104.35.56,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,395,6.68
149.104.35.54,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,379,6.40
149.104.34.27,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,382,6.08
154.197.92.112,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,377,5.96
149.104.35.82,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,427,5.87
149.104.35.96,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,417,5.67
149.104.35.79,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,399,5.60
154.197.92.71,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,507,5.54
149.104.35.99,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,458,5.43
149.104.35.84,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,407,5.42
149.104.35.123,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,390,5.37
149.104.35.125,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,416,5.34
149.104.35.97,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,419,5.32
149.104.35.4,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,426,5.27
103.99.179.225,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,670,5.13
154.197.92.117,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,380,5.10
149.104.35.52,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,381,5.05
149.104.35.76,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,451,4.94
149.104.35.58,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,396,4.86
154.197.92.115,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,369,4.85
185.194.148.131,41706,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,638,4.80
149.104.35.124,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,435,4.69
154.197.92.83,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,414,4.65
149.104.35.101,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,385,4.54
149.104.34.28,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,371,4.53
149.104.35.122,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,410,4.48
149.104.35.95,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,417,4.46
149.104.35.98,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,406,4.43
154.197.92.84,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,429,4.42
149.104.35.62,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,487,4.36
154.197.92.78,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,431,4.29
23.224.97.85,32554,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,626,4.24
154.197.92.66,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,400,4.22
154.197.92.86,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,399,4.09
156.251.183.226,34147,TRUE,SIN,SG,Asia Pacific,Singapore,40065,CNSERVERS,454,4.05
149.104.35.118,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,525,4.04
149.104.34.26,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,378,3.95
149.104.34.30,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,368,3.92
149.104.35.113,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,413,3.89
149.104.35.91,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,581,3.88
149.104.35.53,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,468,3.85
154.197.92.114,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,306,3.83
149.104.33.187,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,996,3.77
149.104.35.126,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,420,3.76
154.197.92.119,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,524,3.74
149.104.35.50,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,404,3.67
149.104.35.108,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,403,3.64
103.235.18.119,10018,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,701,3.64
154.197.92.110,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,366,3.57
149.104.35.68,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,418,3.45
149.104.35.60,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,369,3.45
149.104.35.106,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,423,3.44
149.104.35.87,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,419,3.42
149.104.35.94,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,451,3.41
149.104.35.75,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,399,3.40
149.104.35.83,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,395,3.29
149.104.35.55,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,407,3.29
149.104.35.100,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,427,3.28
149.104.34.29,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,394,3.26
149.104.35.73,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,410,3.17
149.104.35.104,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,401,3.17
149.104.35.92,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,412,3.09
154.197.92.69,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,456,3.04
149.104.35.57,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,404,3.00
5.253.16.176,50074,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,771,2.97
38.147.163.28,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,935,2.92
149.104.35.102,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,446,2.87
38.6.173.153,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,652,2.86
23.224.97.85,32137,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,624,2.81
23.224.33.156,36662,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,599,2.80
212.103.62.170,22896,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,697,2.76
149.104.35.3,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,411,2.76
149.104.33.185,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,963,2.70
149.104.35.72,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,411,2.67
149.104.35.80,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,424,2.66
149.104.35.2,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,404,2.66
154.197.92.93,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,428,2.65
149.104.35.93,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,411,2.65
154.197.92.104,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,359,2.65
185.238.250.234,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,872,2.61
161.129.39.66,48589,TRUE,SEA,US,North America,Seattle,40065,CNSERVERS,626,2.60
23.225.116.68,45853,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,618,2.57
149.104.35.88,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,405,2.54
185.238.250.136,58780,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,662,2.45
193.9.44.181,35161,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,707,2.44
149.104.35.119,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,374,2.34
2.56.255.22,19096,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,690,2.31
149.104.35.6,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,380,2.29
185.186.147.105,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,616,2.28
149.104.35.69,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,422,2.27
149.104.35.115,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,427,2.25
91.217.139.55,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,668,2.21
154.197.92.89,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,432,2.17
2.56.255.22,37078,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,953,2.10
185.183.84.237,14395,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,695,2.08
185.186.146.238,40444,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,600,2.02
149.104.35.90,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,525,2.02
149.104.35.78,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,401,1.97
149.104.35.111,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,392,1.95
149.104.35.5,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,406,1.95
149.104.35.116,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,409,1.93
193.9.46.212,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,922,1.91
149.104.35.112,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,378,1.90
149.104.35.71,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,412,1.86
149.104.35.105,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,399,1.82
202.91.35.115,28474,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,708,1.76
149.104.35.114,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,419,1.71
149.104.35.107,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,402,1.61
23.224.141.167,26578,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,675,1.56
149.104.35.66,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,409,1.48
