IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
154.197.92.79,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,456,1.46
154.197.92.82,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,387,1.34
172.247.15.164,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,645,1.19
172.247.123.112,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,598,1.19
23.224.85.104,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,603,1.17
154.197.92.116,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,357,1.10
149.104.35.74,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,421,1.04
149.104.35.120,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,471,1.03
149.104.35.81,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,389,1.03
149.104.35.70,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,413,1.02
149.104.35.110,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,408,1.02
149.104.35.86,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,429,0.93
193.9.44.160,31683,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,887,0.91
149.104.35.51,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,463,0.91
193.9.44.165,57826,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,895,0.91
154.197.92.90,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,440,0.81
172.247.123.93,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,624,0.73
91.217.139.227,8443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,626,0.73
2.59.151.136,22091,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,934,0.72
149.104.35.121,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,397,0.72
149.104.35.89,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,409,0.67
154.197.92.92,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,410,0.60
149.104.33.184,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,912,0.58
2.59.151.192,38135,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,650,0.57
149.104.35.77,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,399,0.56
91.217.139.121,8443,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,663,0.55
185.238.250.168,25978,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,712,0.55
154.197.92.111,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,328608,Africa-on-Cloud-AS,376,0.51
149.104.35.59,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,443,0.49
149.104.33.188,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,948,0.48
172.247.123.120,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,598,0.46
185.238.250.168,36545,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,689,0.45
2.56.255.22,31431,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,697,0.43
185.238.250.168,31445,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,692,0.41
185.238.248.9,12945,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,708,0.37
193.9.44.251,30878,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,959,0.36
172.247.123.69,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,581,0.36
185.238.250.167,40444,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,627,0.34
172.247.123.75,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,627,0.32
149.104.35.61,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,424,0.30
172.247.123.56,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,598,0.29
154.88.31.91,30000,TRUE,HKG,HK,Asia Pacific,Hong Kong,40065,CNSERVERS,205,0.26
202.91.34.119,12459,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,958,0.25
23.224.250.108,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,985,0.17
172.247.123.6,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,598,0.16
172.247.123.29,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,637,0.14
149.104.35.85,5010,TRUE,NRT,JP,Asia Pacific,Tokyo,40065,CNSERVERS,452,0.10
103.94.185.66,17581,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,568,0.09
216.38.168.34,16384,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,934,0.08
172.247.123.92,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,599,0.05
172.247.123.101,34237,TRUE,LAX,US,North America,Los Angeles,40065,CNSERVERS,651,0.02
