IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
165.154.147.41,12218,TRUE,SIN,SG,Asia Pacific,Singapore,135377,UCLOUD INFORMATION TECHNOLOGY HK LIMITED,410,0.35
158.224.83.166,8443,TRUE,LHR,GB,Europe,London,26585,SIAC-SFTI,978,0.35
125.139.225.100,12369,TRUE,SIN,SG,Asia Pacific,Singapore,4766,Korea Telecom,993,0.35
138.2.69.236,23585,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,806,0.34
158.224.83.75,8443,TRUE,LHR,GB,Europe,London,26585,SIAC-SFTI,975,0.34
112.165.93.113,20150,TRUE,SIN,SG,Asia Pacific,Singapore,4766,Korea Telecom,881,0.34
175.201.138.130,12230,TRUE,HKG,HK,Asia Pacific,Hong Kong,4766,Korea Telecom,807,0.33
126.114.195.197,10102,TRUE,HKG,HK,Asia Pacific,Hong Kong,17676,SoftBank Corp.,771,0.33
138.2.111.140,10010,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,771,0.33
216.221.213.189,8443,TRUE,LHR,GB,Europe,London,26585,SIAC-SFTI,974,0.30
138.2.69.236,35416,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,821,0.30
